question_id,dataset,method,gold_temporal_rule,gold_answer_type,gold_answer_slot,num_non_temporal_candidates,num_temporal_candidates,constraint_sensitive,trivial,sensitivity_reason,answer_em,answer_f1,answerable,unsupported,wrong_slot
27619,CRONQUESTION,vanilla_rag,after_first,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
2764,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
27641,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
27680,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
27693,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
27736,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
27777,CRONQUESTION,vanilla_rag,after_first,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
27802,CRONQUESTION,vanilla_rag,after_first,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
27811,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
27818,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
27843,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
27860,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
27872,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
27873,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
27892,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
27902,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
27935,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
27940,CRONQUESTION,vanilla_rag,after_first,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
27979,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
27990,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28010,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
28058,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
28128,CRONQUESTION,vanilla_rag,last,entity,target,1,1,True,False,multiple_timestamps;ordering_operator_with_multiple_events,1,1.0,1,0,0
28139,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28184,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
28191,CRONQUESTION,vanilla_rag,after_first,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
28194,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28206,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28216,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
28257,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28323,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28331,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28378,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28390,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
284,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28421,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
28441,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28446,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
28453,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
28503,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28517,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28536,CRONQUESTION,vanilla_rag,after_first,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.0,1,0,0
28559,CRONQUESTION,vanilla_rag,first,time,time,1,1,True,False,ordering_operator_with_multiple_events,1,1.0,1,0,0
28567,CRONQUESTION,vanilla_rag,first,time,time,1,1,True,False,ordering_operator_with_multiple_events,0,0.0,1,0,0
28608,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28609,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28620,CRONQUESTION,vanilla_rag,first,time,time,1,1,True,False,ordering_operator_with_multiple_events,0,0.0,1,0,0
28622,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28623,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28695,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
28707,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28723,CRONQUESTION,vanilla_rag,first,time,time,1,1,True,False,ordering_operator_with_multiple_events,0,0.0,1,0,0
28912,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
28967,CRONQUESTION,vanilla_rag,first,time,time,1,1,True,False,ordering_operator_with_multiple_events,0,0.0,0,1,0
2899,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
290,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29002,CRONQUESTION,vanilla_rag,first,entity,source,2,2,True,False,multiple_relation_compatible_candidates;ordering_operator_with_multiple_events,1,1.0,1,0,0
29043,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29060,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29062,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29093,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29193,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29236,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29262,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29274,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29308,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
29372,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
29405,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29418,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
29431,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29462,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29480,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
29487,CRONQUESTION,vanilla_rag,after_first,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.0,1,0,0
29524,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
29594,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,0,0.0,0,1,0
29617,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29692,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29721,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
29745,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
29755,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,0,0.0,0,1,0
2977,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
29772,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29785,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
29796,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29884,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
29892,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29945,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
29986,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3067,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
3082,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
310,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
3127,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3133,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
3156,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3158,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
316,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3298,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
3304,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
334,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
3372,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3386,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3428,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3430,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,0,0.0,0,1,0
3452,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
3508,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
3521,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3526,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
3527,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3594,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3599,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3627,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
375,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3782,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
3791,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
3793,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
3937,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
4049,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
4059,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
4153,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.19999999999999998,1,0,0
416,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4197,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4241,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
4253,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
4264,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
4285,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
4427,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.5,1,0,0
4459,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4478,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4488,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
4494,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4505,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4605,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4639,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
467,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
474,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.33333333333333337,1,0,0
4774,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4848,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4902,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4930,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
4970,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5008,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,0,1,0
5052,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5114,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
5136,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
5187,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5198,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5252,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5274,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5281,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5283,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
5346,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
536,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
5373,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5389,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
5447,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,0,1,0
548,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5542,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.6666666666666666,1,0,0
5545,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
5571,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.0,1,0,0
5577,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5611,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,0,1,0
5639,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,1,0
5691,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
5737,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5750,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5764,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
5786,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
5837,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5888,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5965,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
5972,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
6013,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
6031,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
6039,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
6041,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6045,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
6080,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,1,1.0,1,0,0
61,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6109,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
6124,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6164,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,0,0.11764705882352941,1,0,0
6184,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6201,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6223,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6227,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
6258,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
6278,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6326,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6382,CRONQUESTION,vanilla_rag,when,time,time,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6441,CRONQUESTION,vanilla_rag,before_last,entity,target,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;comparator_required,0,0.6666666666666666,1,0,0
6495,CRONQUESTION,vanilla_rag,last,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,0,0.0,1,0,0
6511,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,0,0.0,0,1,0
6527,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
6595,CRONQUESTION,vanilla_rag,plain,entity,source,1,1,False,True,single_candidate_or_event,0,0.0,0,1,0
6661,CRONQUESTION,vanilla_rag,first,time,time,2,2,True,False,multiple_relation_compatible_candidates;multiple_timestamps;ordering_operator_with_multiple_events;multiple_time_answers,1,1.0,1,0,0
6681,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
6741,CRONQUESTION,vanilla_rag,plain,entity,target,1,1,False,True,single_candidate_or_event,1,1.0,1,0,0
